Title;Rank
Data Analysis and Knowledge Discovery;21901
Enterprise Development and Microfinance;21902
Erasmus Journal for Philosophy and Economics;21903
Ethics and Bioethics (in Central Europe);21904
European Pharmaceutical Journal;21905
Feminist Media Histories;21906
Fisioterapia;21907
French Forum;21908
Historische Sprachforschung;21909
History of the Present;21910
Hornero;21911
Hrvatska Revija Za Rehabilitacijska Istrazivanja;21912
International Journal for the History of Engineering and Technology;21913
International Journal of Arts and Technology;21914
International Journal of Internet Manufacturing and Services;21915
International Journal of Plant Biology;21916
International Journal of Production Management and Engineering;21917
International Journal of Religion and Spirituality in Society;21918
Iranian Journal of Blood and Cancer;21919
Islamic Law and Society;21920
Jeunesse: Young People, Texts, Cultures;21921
Journal, Indian Academy of Clinical Medicine;21922
Journal of Beckett Studies;21923
Journal of Food Distribution Research;21924
Journal of Korean Ophthalmological Society;21925
Journal of Punjab Academy of Forensic Medicine and Toxicology;21926
Journal of Research and Innovation in Food Science and Technology;21927
Journal of the Earth and Space Physics;21928
Logos (Spain);21929
Malaysian Journal of Chemistry;21930
Mathematical Gazette;21931
MCB Molecular and Cellular Biomechanics;21932
Medical News of North Caucasus;21933
Medicina Moderna;21934
Memoirs of the Queensland Museum;21935
Metiers de la Petite Enfance;21936
Oxymag;21937
Pakistan Journal of Life and Social Sciences;21938
Point of Care;21939
Rad Hrvatske Akademije Znanosti i Umjetnosti, Matematicke Znanosti;21940
Radical Philosophy;21941
Revista de Gestao Ambiental e Sustentabilidade;21942
Revue du Nord;21943
SAE International Journal of Transportation Safety;21944
Springer Series in Geomechanics and Geoengineering;21945
Studia Liturgica;21946
UHOD - Uluslararasi Hematoloji-Onkoloji Dergisi;21947
Voprosy Detskoi Dietologii;21948
Voprosy Onomastiki;21949
Zeitschrift fur Romanische Philologie;21950
Acta Pediatrica de Mexico;21951
African Journal Biomedical Research;21952
African Journal of Business and Economic Research;21953
Agora - Papeles de Filosofia;21954
AJS Review;21955
Annals of the University of Craiova, Physics;21956
Ars et Humanitas;21957
ASM Science Journal;21958
Basal Ganglia;21959
Chinese Journal of Sensors and Actuators;21960
Conservation Science in Cultural Heritage;21961
Cubo;21962
Current Clinical Neurology;21963
Diagnostic and Therapeutic Endoscopy;21964
East European Jewish Affairs;21965
Ecologia Balkanica;21966
Electronic Device Failure Analysis;21967
European Journal of Post-Classical Archaeologies;21968
Geophysical Research;21969
Giornale Italiano di Medicina del Lavoro ed Ergonomia;21970
HIV Infection and Immunosuppressive Disorders;21971
Indian Journal of Environmental Protection;21972
International and Comparative Law Review;21973
International Forum of Psychoanalysis;21974
International Journal of Disability Management;21975
International Journal of Technologies in Learning;21976
Journal for Modeling in Ophthalmology;21977
Journal of Belarusian Studies;21978
Journal of Ethnology and Folkloristics;21979
Journal of Mathematical Sciences (Japan);21980
Journal of Medieval History;21981
Journal of Natural Disasters;21982
Journal of the IEST;21983
Journal of the Midwest Modern Language Association;21984
Korean Journal of Veterinary Research;21985
Lectora;21986
Mens en Maatschappij;21987
Middle East Policy;21988
Northwestern Geology;21989
Obesity and Metabolism;21990
Oncology in Clinical Practice;21991
Otolaryngology Case Reports;21992
Pneumon;21993
Privredna Kretanja i Ekonomska Politika;21994
Proceedings of the American Philosophical Society;21995
Psychiatria;21996
Raptor Journal;21997
Religiovedenie;21998
Revista de gastroenterologia del Peru : organo oficial de la Sociedad de Gastroenterologia del Peru;21999
Revue d'Ecologie (La Terre et la Vie);22000
Revue de Medecine Legale;22001
Romani Studies;22002
Rural History: Economy, Society, Culture;22003
Russian Electronic Journal of Radiology;22004
Singapore Dental Journal;22005
Studi Emigrazione;22006
Thai Journal of Obstetrics and Gynaecology;22007
Transactions of the Japan Society for Computational Engineering and Science;22008
Transactions of the London Mathematical Society;22009
University of Pennsylvania Journal of International Law;22010
Urbano;22011
Zhonghua Shiyan Yanke Zazhi/Chinese Journal of Experimental Ophthalmology;22012
Zuchtungskunde;22013
Acta Academiae Medicinae Sinicae;22014
Acta Medica Iranica;22015
Andrologia i Genital'naa Hirurgia;22016
Archives des Maladies Professionnelles et de l'Environnement;22017
Asian Ethnology;22018
Bank i Kredyt;22019
Bogoslovska Smotra;22020
Cardiology Letters;22021
Cesko-Slovenska Pediatrie;22022
Connexions;22023
Current Psychiatry;22024
Current Topics in Electrochemistry;22025
Deutsche Zeitschrift fur Philosophie;22026
English Text Construction;22027
Espacio, Tiempo y Educacion;22028
Etnografia e Ricerca Qualitativa;22029
Futuro del Pasado;22030
IBIMA Business Review;22031
International Journal of Organizational Diversity;22032
Iranian Journal of Pharmaceutical Sciences;22033
Irish Theological Quarterly;22034
Italian Journal of Vascular and Endovascular Surgery;22035
Journal of Agricultural Sciences (Belgrade);22036
Journal of Applied Business Research;22037
Journal of Applied Horticulture;22038
Journal of Experimental Biology and Agricultural Sciences;22039
Journal of Landscape Ecology;22040
Journal of law and medicine;22041
Journal of Library and Information Studies;22042
Journal of Popular Music Studies;22043
Journal of Structural Engineering (Madras);22044
Journal of the American Oriental Society;22045
Korean Journal of Applied Microbiology and Biotechnology;22046
Korean Language in America;22047
Maltrattamento e Abuso all'Infanzia;22048
Materiale si Cercetari Arheologice;22049
Medical Writing;22050
Medicinal Plants - International Journal of Phytomedicines and Related Industries;22051
Narodopisna Revue;22052
Neurology Asia;22053
Nineteenth-Century Contexts;22054
Nippon Shokuhin Kagaku Kogaku Kaishi;22055
Nursing children and young people;22056
Opera Quarterly;22057
Osteologie;22058
Polarforschung;22059
Proceedings of Meetings on Acoustics;22060
Psychologia;22061
Relations;22062
Rendiconti del Seminario Matematico;22063
Resonancias;22064
Revue Roumaine de Linguistique;22065
Russian Journal of Human Reproduction;22066
Salute e Societa;22067
Shiyou Huagong Gaodeng Xuexiao Xuebao/Journal of Petrochemical Universities;22068
Sri Lanka Journal of Child Health;22069
Textual Practice;22070
Urologia Colombiana;22071
Vibrant Virtual Brazilian Anthropology;22072
Vitae;22073
Advances in Modelling and Analysis B;22074
Analele Universitatii din Craiova - Seria Istorie;22075
Annals of the Fondazione Luigi Einaudi;22076
Arabica;22077
Australian Journal of French Studies;22078
Biopolymers and Cell;22079
Brazilian Journal of Veterinary Pathology;22080
Bulletin of the Institute of Classical Studies;22081
Cellular Therapy and Transplantation;22082
Coloproctology;22083
Current Respiratory Medicine Reviews;22084
Current Trends in Biotechnology and Pharmacy;22085
Digital Studies/ Le Champ Numerique;22086
Electronic Communications of the EASST;22087
Endoxa;22088
Epilepsy and Paroxysmal Conditions;22089
European Journal of Human Movement;22090
Fenmo Yejin Cailiao Kexue yu Gongcheng/Materials Science and Engineering of Powder Metallurgy;22091
Frontiers in Biomedical Technologies;22092
Geogaceta;22093
Giornale Italiano di Endodonzia;22094
Greek Review of Social Research;22095
Hedongli Gongcheng/Nuclear Power Engineering;22096
Historia Social;22097
Humanities and Social Sciences Letters;22098
Indian Law Review;22099
Infectious Diseases in Clinical Practice;22100
Ingenieria y Universidad;22101
International Journal of Intelligence, Security, and Public Affairs;22102
International Journal of Interdisciplinary Social and Community Studies;22103
International Journal of Technoentrepreneurship;22104
International Journal of Vehicle Safety;22105
Iranian Journal of Veterinary Science and Technology;22106
Israel Journal of Veterinary Medicine;22107
Japanese Journal of Allergology;22108
Jerusalem Review of Legal Studies;22109
Journal of Horticultural Sciences;22110
Journal of Indo-European Studies, The;22111
Journal of International Business Education;22112
Journal of Screenwriting;22113
Journal of Urban Regeneration and Renewal;22114
Leonardo Music Journal;22115
Malaysian Journal of Music;22116
Medico e Bambino;22117
Mineralogia;22118
New Armenian Medical Journal;22119
Nigerian Journal of Economic and Social Studies;22120
Nuova Rivista Storica;22121
Oncologie;22122
Open Cultural Studies;22123
Organon F;22124
Paginas;22125
Palliative Care;22126
Pesticide Research Journal;22127
Peuce;22128
Pharmaceutical Sciences Asia;22129
Philosophy and Literature;22130
Polish Annals of Medicine;22131
Problemi Endokrinnoi Patologii;22132
Problemy Endokrinologii;22133
Review of Network Economics;22134
Revista Cubana de Fisica;22135
Revista de Derecho Ambiental(Chile);22136
Revista de Derecho Comunitario Europeo;22137
Revista de Direito Sanitario;22138
Revista de Filologia de la Universidad de La Laguna;22139
Revue Roumaine de Geographie;22140
Ricerche di Pedagogia e Didattica;22141
Ruch Filozoficzny;22142
SATS;22143
Scientific and Technical Journal of Information Technologies, Mechanics and Optics;22144
Seoul Journal of Korean Studies;22145
St. Petersburg State Polytechnical University Journal: Physics and Mathematics;22146
Studies in Late Antiquity;22147
Surgical Practice;22148
Swiss Bulletin for Applied Geology;22149
Terra Sebus;22150
Working Paper - Chr. Michelson Institute;22151
Zdravookhranenie Rossiiskoi Federatsii / Ministerstvo zdravookhraneniia RSFSR;22152
Zeitschrift fur Evangelische Ethik;22153
Zhonghua nei ke za zhi [Chinese journal of internal medicine];22154
Advanced Materials and Processes;22155
Analele Universitatii din Oradea, Fascicula Biologie;22156
AORTA;22157
Archives of Mental Health;22158
ASEAN Engineering Journal;22159
Asian Journal of Comparative Law;22160
Asian Journal of Gerontology and Geriatrics;22161
Australasian Journal of Regional Studies;22162
Bellaterra Journal of Teaching and Learning Language and Literature;22163
Dalian Ligong Daxue Xuebao/Journal of Dalian University of Technology;22164
Devenir;22165
Dubrovnik Annals;22166
European Oncology and Haematology;22167
Exercise Science;22168
Explorations in Renaissance culture;22169
Gynecology;22170
Indonesian Journal of Forestry Research;22171
International Journal of Body, Mind and Culture;22172
International Journal of Design Education;22173
International Journal of Microwave and Optical Technology;22174
International Journal of Science, Mathematics and Technology Learning;22175
International Journal of Vehicle Systems Modelling and Testing;22176
Journal of Advances in Medical and Biomedical Research;22177
Journal of China and International Relations;22178
Journal of Hindu Studies;22179
Journal of Literary Semantics;22180
Klinichescheskaya Laboratornaya Diagnostika;22181
Law and Financial Markets Review;22182
Lengua y Migracion;22183
MFS - Modern Fiction Studies;22184
Modern Judaism;22185
Mondes En Developpement;22186
Muslim World, The;22187
Palimpsestes;22188
Philippine Studies: Historical and Ethnographic Viewpoints;22189
Pielegniarstwo XXI Wieku;22190
Ragion Pratica;22191
Rendiconti del Seminario Matematico dell 'Universita' di Padova/Mathematical Journal of the University of Padova;22192
Reviews in Anthropology;22193
Revista Colombiana de Obstetricia y Ginecologia;22194
Revista de Economia Contemporanea;22195
Revista de Historia Moderna;22196
Scientific Bulletin of Naval Academy;22197
Shipin Kexue/Food Science;22198
Socialni Studia;22199
South Asian Popular Culture;22200
Suchttherapie;22201
Taiwan Journal of Public Health;22202
Texas Medicine;22203
Universum;22204
Youth Theatre Journal;22205
Zhongguo shi yan xue ye xue za zhi / Zhongguo bing li sheng li xue hui = Journal of experimental hematology / Chinese Association of Pathophysiology;22206
Acta Scientiarum Language and Culture;22207
Anesteziologie a Intenzivni Medicina;22208
Annales de Demographie Historique;22209
Antiquaries Journal;22210
Applied Science and Convergence Technology;22211
Arab Law Quarterly;22212
Archiv fur Religionsgeschichte;22213
Astropolitics;22214
Australian Art Education;22215
Australian Journal of Rehabilitation Counselling;22216
Baltic Linguistics;22217
Buletinul Academiei de Stiinte a Republicii Moldova. Matematica;22218
Ceramic Transactions;22219
Chinese Astronomy and Astrophysics;22220
Contemporary Theatre Review;22221
Critical Care and Shock;22222
Current Writing;22223
Debats;22224
Denver Law Review;22225
Economie et Prevision;22226
Ekonomia i Srodowisko;22227
Encontros Bibli;22228
Environmental Science and Engineering;22229
Fieldwork in Religion;22230
Historische Anthropologie;22231
Indonesian Journal of Biotechnology;22232
Interactive Entertainment Law Review;22233
Interdisciplinary Studies of Literature;22234
International Journal of Asia-Pacific Studies;22235
Iranian Journal of War and Public Health;22236
Isegoria;22237
Japan Journal of Food Engineering;22238
Jingangshi yu Moliao Moju Gongcheng/Diamond and Abrasives Engineering;22239
Journal for ReAttach Therapy and Developmental Diversities;22240
Journal of Chinese Philosophy;22241
Journal of Cold War Studies;22242
Journal of Harbin Institute of Technology (New Series);22243
Journal of Intellectual Property;22244
Journal of Language Relationship;22245
Journal of Narrative and Language Studies;22246
Journal of the University of Malaya Medical Centre;22247
Korean Journal of Pharmacognosy;22248
Lecturas de Economia;22249
Lecture Notes in Civil Engineering;22250
Linguistica Uralica;22251
Linguistics in the Netherlands;22252
Magic, Ritual, and Witchcraft;22253
Obstetrics, Gynecology and Reproduction;22254
Perfiles Latinoamericanos;22255
Praxis;22256
Protetyka stomatologiczna;22257
Recht und Psychiatrie;22258
Renal Society of Australasia Journal;22259
Revista Chilena de Literatura;22260
Revista de Analisis Economico;22261
Revista de Filologia Espanola;22262
Revista em Agronegocio e Meio Ambiente;22263
Slavery and Abolition;22264
Steel Times International;22265
Studies in Language Companion Series;22266
Terra;22267
Theology;22268
Tijdschrift voor Gerontologie en Geriatrie;22269
Topicos (Mexico);22270
Vestnik Khirurgii Imeni I.I.Grekova;22271
Vlaams Diergeneeskundig Tijdschrift;22272
VOEB-Mitteilungen;22273
Yearbook for Traditional Music;22274
Zhongguo ying yong sheng li xue za zhi = Zhongguo yingyong shenglixue zazhi = Chinese journal of applied physiology;22275
Zywnosc. Nauka. Technologia. Jakosc/Food. Science Technology. Quality;22276
Advances in Mind-Body Medicine;22277
Anatolica;22278
Annals of Pediatric Surgery;22279
Arab Media and Society;22280
Arab Studies Quarterly;22281
Archive of Oncology;22282
Archivos Latinoamericanos de Nutricion;22283
Association of Canadian Map Libraries and Archives Bulletin;22284
Biuletyn - Panstwowego Instytutu Geologicznego;22285
Bulletin of Russian State Medical University;22286
Cahiers des Ameriques Latines;22287
Ceska Radiologie;22288
Con-textos Kantianos;22289
Cuadernos de historia (Santiago, Chile);22290
Defence Life Science Journal;22291
E-Journal of International and Comparative Labour Studies;22292
Enfance;22293
Estudios Filologicos;22294
Food Processing: Techniques and Technology;22295
Formation Emploi;22296
Fuzzy Economic Review;22297
Histoire et Mesure;22298
Historical Journal of Film, Radio and Television;22299
Historische Zeitschrift;22300
History of Religions;22301
International Journal of African Renaissance Studies;22302
International Journal of Customer Relationship Marketing and Management;22303
International Journal of Systematic Innovation;22304
Journal of China Universities of Posts and Telecommunications;22305
Journal of Educational Media and Library Sciences;22306
Journal of Evolutionary Studies in Business;22307
Journal of Governance and Regulation;22308
Journal of Intercultural Communication;22309
Journal of the Society of Architectural Historians;22310
Kazan Medical Journal;22311
NOWELE;22312
Obstetrics and Gynaecology Forum;22313
Ochrona Srodowiska;22314
Ohio Journal of Sciences;22315
Proceedings of the International Astronautical Congress, IAC;22316
Research in African Literatures;22317
Revista de Logopedia, Foniatria y Audiologia;22318
Revista Ecuatoriana de Neurologia;22319
Revue Medicale Suisse;22320
Sustainable Multilingualism;22321
Synthesis Lectures on Electrical Engineering;22322
Tehran University Medical Journal;22323
Theology and Sexuality;22324
Universidad y Sociedad;22325
World Journal of Dentistry;22326
World of Media;22327
Yearbook of Phraseology;22328
Aisthesis (Italy);22329
AlBayan;22330
Alergia Astma Immunologia;22331
Analele Universitatii din Craiova - Seria Stiinte Filologice, Lingvistica;22332
Antropologia Portuguesa;22333
Archives of Orofacial Sciences;22334
Australian Historical Studies;22335
Bulletin de la Societe de Pathologie Exotique;22336
CEPAL Review;22337
Comparative Literature Studies;22338
Comunicazioni Sociali;22339
Contemporary Educational Research Quarterly;22340
Data in Brief;22341
Desarrollo y Sociedad;22342
Folia Pharmacologica Japonica;22343
French Review, The;22344
Gerontologie et Societe;22345
Green Letters;22346
High Technology Letters;22347
Hua xi kou qiang yi xue za zhi = Huaxi kouqiang yixue zazhi = West China journal of stomatology;22348
Idealistic Studies;22349
IJU Case Reports;22350
International Journal of Architectonic, Spatial, and Environmental Design;22351
International Journal of Business and Management Science;22352
International Journal of Engineering Systems Modelling and Simulation;22353
International Journal of Materials and Structural Integrity;22354
Iranian Journal of Information Processing Management;22355
Iranian Journal of Pediatric Hematology and Oncology;22356
Journal of Critical and Intensive Care;22357
Journal of English and Germanic Philology;22358
Journal of Intelligence History;22359
Journal of Medicine (Bangladesh);22360
Journal of Physical Studies;22361
Journal of the Study of Radicalism;22362
Journal of the Zhejiang University - Agriculture and Life Science;22363
Keikinzoku/Journal of Japan Institute of Light Metals;22364
Malaysian Journal of Soil Science;22365
Markov Processes and Related Fields;22366
Neilreichia;22367
Palliative Medicine in Practice;22368
Pediatria i Medycyna Rodzinna;22369
Produccion y Limpia;22370
Progress in Plant Protection;22371
Propagation of Ornamental Plants;22372
Przeglad Geofizyczny;22373
PSICOLOGIA;22374
Reformation and Renaissance Review;22375
Revista Cubana de Enfermeria;22376
Revista da Abordagem Gestaltica;22377
Romanian Journal of Political Science;22378
Sahel Medical Journal;22379
Screen;22380
Ship Building of China;22381
South Eastern European Journal of Public Health;22382
Sport und Gesellschaft;22383
Statute Law Review;22384
Studies in Australasian Cinema;22385
Studies in History;22386
TDR - The Drama Review - A Journal of Performance Studies;22387
Treatises and Documents, Journal of Ethnic Studies;22388
Vnitrni Lekarstvi;22389
Zbornik Slovenskeho Narodneho Muzea Archeologia;22390
Zeitschrift fur Fremdsprachenforschung;22391
Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery;22392
3D Printing in Medicine;22393
ACDI Anuario Colombiano de Derecho Internacional;22394
ACG Case Reports Journal;22395
Acta Conventus Neo-Latini;22396
Actualites Pharmaceutiques;22397
Advances in Accounting Behavioral Research;22398
Advances in Chemical Engineering;22399
Advances in E-Business Research Series;22400
Advances in Gerontology;22401
Advances in Marine Biology;22402
Advances in Special Education;22403
Advances in Taxation;22404
Africa-Europe Group for Interdisciplinary Studies;22405
African Journal of Library Archives and Information Science;22406
Animal Gene;22407
Annales de Pathologie;22408
Annual Review of the Sociology of Religion;22409
APA Planning Advisory Service Reports;22410
Applied and Numerical Harmonic Analysis;22411
ASHRAE Standard;22412
Asia-Pacific Journal of Innovation in Hospitality and Tourism;22413
Asia Pacific Law Review;22414
Asia Pacific Scholar;22415
Bangladesh Medical Research Council Bulletin;22416
Ben Jonson Journal;22417
Biblical Interpretation Series;22418
Boletin Mexicano de Derecho Comparado;22419
Boston Studies in the Philosophy and History of Science;22420
Brain and Neuroscience Advances;22421
Brazilian Neurosurgery;22422
Brill Studies in Greek and Roman Epigraphy;22423
Brill Studies in Middle Eastern Literatures;22424
Bulletin de la Societe Prehistorique Francaise;22425
Cahiers d'Ethnomusicologie;22426
Caribbean Journal of Science;22427
Caritas et Veritas;22428
Catalytic Science Series;22429
Catholic Historical Review;22430
Central Asian Affairs;22431
Childhood in the Past;22432
Chinese Journal of Diabetes Mellitus;22433
Cinemas;22434
Classical Receptions Journal;22435
Clinical and Translational Medicine;22436
Clinical Cases in Mineral and Bone Metabolism;22437
Clinical Sarcoma Research;22438
Cogent Medicine;22439
Columbia Studies in the Classical Tradition;22440
Commentaria;22441
Compendia Rerum Iudaicarum ad Novum Testamentum;22442
Comprehensive Series in Photochemical and Photobiological Sciences;22443
Comunicacao e Sociedade;22444
Contributions to Management Science;22445
Convivium;22446
CPEM Digest (Conference on Precision Electromagnetic Measurements);22447
Cristianesimo nella Storia;22448
Critical Studies;22449
Critical Studies on Corporate Responsibility, Governance and Sustainability;22450
Cuadernos de Administracion;22451
Cuadernos Electronicos de Filosofia del Derecho;22452
Culture and Language Use;22453
Developments in Corporate Governance and Responsibility;22454
Developments in International Law;22455
Digestive Disease Interventions;22456
Dionysius;22457
Discourse Approaches to Politics, Society and Culture;22458
Drama and Theatre in Early Modern Europe;22459
Dynamics in the History of Religions;22460
Early Music;22461
Earth Evolution Sciences;22462
Eastern Journal of Medicine;22463
Ecological Chemistry and Engineering A;22464
Electronic Research Announcements in Mathematical Sciences;22465
Empirical Approaches to Linguistic Theory;22466
Etudes de Droit International;22467
Eurasian Studies Library;22468
Extreme Physiology and Medicine;22469
Farmatsiya i Farmakologiya;22470
Fauna of Suriname;22471
Florida Geographer;22472
Fotocinema;22473
Foundations and Trends in Electric Energy Systems;22474
Foundations and Trends in Web Science;22475
Francia. Forschungen zur Westeuropaischen Geschichte;22476
Fundamental Theories of Physics;22477
Genij Ortopedii;22478
Geological Survey of Denmark and Greenland Map Series;22479
Geoplanning;22480
Glasnik - Srpskog Geografskog Drustva;22481
Gosudarstvo i Pravo;22482
Handbook of Oriental Studies. Section 2, South Asia;22483
Harvard Journal of Legislation;22484
Heritage and Identity;22485
Hiroshima Journal of Medical Sciences;22486
History of Christian-Muslim Relations;22487
Homme;22488
IMPACT: Studies in Language and Society;22489
Indian Journal of Gynecologic Oncology;22490
Information and Culture;22491
International Comparative Social Studies;22492
International Criminal Law Series;22493
International Electronic Journal of Geometry;22494
International Humanitarian Law Series;22495
International Journal of Accounting, Auditing and Performance Evaluation;22496
International Journal of Educational Organization and Leadership;22497
International Journal of Navigation and Observation;22498
International Nano Letters;22499
International Perspectives on Education and Society;22500
International Review of Social Research;22501
International Straits of the World;22502
International Studies in the History of Rhetoric;22503
International Symposia in Economic Theory and Econometrics;22504
Investigaciones Historicas;22505
Investigating Medieval Philosophy;22506
Iranian Journal of Radiology;22507
Iran Studies;22508
Izvestiya Rossiiskaya Akademii Nauk, Seriya Geograficheskaya;22509
Japanese Journal of Legal Medicine;22510
Jewish and Christian Perspectives Series;22511
Jordan Journal for History and Archaeology;22512
Jordan Journal of Physics;22513
Journal of African Law;22514
Journal of Aridland Agriculture;22515
Journal of Biophysics;22516
Journal of Clinical and Translational Science;22517
Journal of Clinical Interventional Radiology ISVIR;22518
Journal of Environmental Studies;22519
Journal of Fiber Science and Technology;22520
Journal of International Studies(Malaysia);22521
Journal of Islamic Studies;22522
Journal of Juristic Papyrology;22523
Journal of Modern Jewish Studies;22524
Journal of Orofacial Sciences;22525
Journal of Patient Experience;22526
Journal of Pediatric Surgical Nursing;22527
Journal of Roman Studies;22528
Journal of SAFOG;22529
Journal of Spanish Cultural Studies;22530
Journal of Spiritual Formation and Soul Care;22531
Journal of the Chinese Society of Mechanical Engineers, Transactions of the Chinese Institute of Engineers, Series C/Chung-Kuo Chi Hsueh Kung Ch'eng Hsuebo Pao;22532
Journal of the Siam Society;22533
Lecture Notes of TICMI;22534
Library of Economic History;22535
Linguistic Biblical Studies;22536
Lipid Insights;22537
Manuals and Reports on Engineering Practice, American Society of Civil Engineers;22538
Manuscripta Orientalia;22539
Medical Immunology (Russia);22540
Medicine in Novel Technology and Devices;22541
Medieval and Early Modern Iberian World;22542
Mediterranean Archaeology;22543
Metaphor in Language, Cognition Communication;22544
Methods in Cell Biology;22545
Micrologus;22546
Multilingualism and Diversity Management;22547
Multiple Sclerosis and Demyelinating Disorders;22548
Musik und Asthetik;22549
Muslim Minorities;22550
National Cultivation of Culture;22551
New Frontiers in Translation Studies;22552
New Zealand Dental Journal;22553
NII Technical Reports;22554
Nijhoff Studies in European Union Law;22555
Nordisk tidsskrift for utdanning og praksis;22556
Oido Pensante;22557
Oncology and Therapy;22558
Oncology Issues;22559
Operations Research and Decisions;22560
Oralia;22561
Oudtestamentische Studien, Old Testament Studies;22562
Palaeontologia Africana;22563
Pharmaceutical Technology in Hospital Pharmacy;22564
Photography and Culture;22565
Praxema;22566
Proceedings of the Shevchenko Scientific Society. Medical Sciences;22567
REC: CardioClinics;22568
Recent Advances in Alzheimer Research;22569
Recent Results in Cancer Research;22570
Religion and the Social Order;22571
Renaissance Society of America;22572
Research Journal of Biotechnology;22573
Revista de Humanidades (SPAIN);22574
Revista Interamericana de Bibliotecologia;22575
Revue d'Economie du Developpement;22576
Romanian Journal of Applied Psychology;22577
RSC Catalysis Series;22578
RSC Theoretical and Computational Chemistry Series;22579
Rural Sustainability Research;22580
SAGE Open Medicine;22581
Salud Uninorte;22582
Science and Technology Asia;22583
Second Language Learning and Teaching;22584
Series on Analysis, Applications and Computation;22585
Series on Chinese Economics Research;22586
Series on Number Theory and Its Applications;22587
Shakespeare Studies;22588
Shiprepair and Conversion Technology;22589
Signals and Communication Technology;22590
SpringerBriefs in Mathematics;22591
Springer Tracts in Modern Physics;22592
St Antony's Series;22593
Studies in Functional and Structural Linguistics;22594
Studies in Intercultural Human Rights;22595
Studies in Islamic Law and Society;22596
Studies in Persian Cultural History;22597
Studies in Platonism, Neoplatonism, and the Platonic Tradition;22598
Studies in Reformed Theology;22599
Studies in Slavic and General Linguistics;22600
Studies in Territorial and Cultural Diversity Governance;22601
Studies in the History of Chinese Texts;22602
Studies in Universal Logic;22603
Studies in Writing;22604
Studies on the Texts of the Desert of Judah;22605
Supplements to the Journal for the Study of Judaism;22606
Synthesis Lectures on Communications;22607
Taiwan Journal of Linguistics;22608
Technology and Change in History;22609
Textiles Eastern Europe;22610
Texts and Studies on the Qur'an;22611
Theologica Xaveriana;22612
Transactions of the Atomic Energy Society of Japan;22613
Translational Science of Rare Diseases;22614
Twentieth-Century China;22615
UNITEXT - La Matematica per il 3 piu 2;22616
US Geological Survey Open-File Report;22617
U.S. Pharmacist;22618
Varieties of English Around the World;22619
Vojnosanitetski Pregled;22620
Women's Reproductive Health;22621
World Policy Journal;22622
World Pumps;22623
Zhongguo gu shang = China journal of orthopaedics and traumatology;22624
Aegaeum;22625
Agrarforschung Schweiz;22626
Aktuelle Neurologie;22627
Anglia;22628
Antibiotiki i Khimioterapiya;22629
Applied and Computational Mechanics;22630
Arethusa;22631
Asian Theatre Journal;22632
British Journal of Canadian Studies;22633
Chinese Journal of Environmental Engineering;22634
Chinese Journal of Evidence-Based Medicine;22635
Church History and Religious Culture;22636
Craft Research;22637
Critical Reviews in Physical and Rehabilitation Medicine;22638
Cumhuriyet Dental Journal;22639
Diplomacy and Statecraft;22640
DISEGNARECON;22641
Eesti ja Soome-Ugri Keeleteaduse Ajakiri;22642
European Journal of Analytic Philosophy;22643
Europhysics News;22644
Extrapolation;22645
German History;22646
Himalaya;22647
Historisk Tidsskrift;22648
Indian Journal of Heterocyclic Chemistry;22649
Indian Veterinary Journal;22650
International Journal of Thermofluid Science and Technology;22651
International Review of the Aesthetics and Sociology of Music;22652
Internetworking Indonesia Journal;22653
Journal of Austrian-American History;22654
Journal of Chinese Linguistics;22655
Journal of Chinese Mass Spectrometry Society;22656
Journal of Chinese Soil and Water Conservation;22657
Journal of Diabetes Nursing;22658
Journal of Integrated OMICS;22659
Journal of Research on Christian Education;22660
Journal of Tropical Pathology;22661
Journal of Veterinary Research;22662
Jung Journal: Culture and Psyche;22663
Lebende Sprachen;22664
Linchan Huaxue Yu Gongye/Chemistry and Industry of Forest Products;22665
Medioevo Romanzo;22666
Meteorologica;22667
Mindanao Journal of Science and Technology;22668
Monatsschrift fur Kinderheilkunde;22669
Norteamerica;22670
Novosti Khirurgii;22671
ONdrugDelivery;22672
Philosophia Christi;22673
Politics and Religion Journal;22674
Rengong Jingti Xuebao/Journal of Synthetic Crystals;22675
Res: Anthropology and Aesthetics;22676
Res Mobilis;22677
Revista Argentina de Cardiologia;22678
Revista Brasileira de Gestao e Desenvolvimento Regional;22679
Revista Brasileira de Medicina Veterinaria;22680
Revista d'Estudis Autonomics i Federals;22681
Revue de Philosophie Economique;22682
Revue Francaise d'Allergologie;22683
Revue Veterinaire Clinique;22684
Rivista Di Psicoanalisi;22685
Shengxue Xuebao/Acta Acustica;22686
Studies in Philology;22687
Symbolae Osloenses;22688
Trends in Carbohydrate Research;22689
Tsinghua China Law Review;22690
Turk hijiyen ve deneysel biyoloji dergisi. Turkish bulletin of hygiene and experimental biology;22691
Voprosy Leksikografii;22692
West African Journal of Medicine;22693
WSEAS Transactions on Applied and Theoretical Mechanics;22694
Yearbook of Antitrust and Regulatory Studies;22695
Advances in Environmental Technology;22696
African Journal of International and Comparative Law;22697
Aktuelle Urologie;22698
Altorientalische Forschungen;22699
Anthropology of the Middle East;22700
Applied Theatre Research;22701
Archipel;22702
Architectural History;22703
Arquiteturarevista;22704
