Title;Country;Region
Journal of Holy Land and Palestine Studies;United Kingdom;Western Europe
Journal of New Materials for Electrochemical Systems;Canada;Northern America
Journal of Religion in Africa;Netherlands;Western Europe
Journal of Research Administration;United States;Northern America
Journal of Silk;China;Asiatic Region
Journal of the North Atlantic;United States;Northern America
Malaysian Journal of Computer Science;Malaysia;Asiatic Region
Monthly Labor Review;United States;Northern America
Pertanika Journal of Tropical Agricultural Science;Malaysia;Asiatic Region
Petroleum and Coal;Slovakia;Eastern Europe
Proceedings of the Information Visualization Conference;United States;Northern America
Revista Brasileira de Ensino de Fisica;Brazil;Latin America
Semergen;Spain;Western Europe
Sleep and Hypnosis;Turkey;Middle East
Sociologia;Slovakia;Eastern Europe
Springer Proceedings in Mathematics and Statistics;United States;Northern America
Strategy and Leadership;United Kingdom;Western Europe
Teoriya i Praktika Fizicheskoy Kultury;Russian Federation;Eastern Europe
Transactions of the Royal Historical Society;United Kingdom;Western Europe
Yuanzineng Kexue Jishu/Atomic Energy Science and Technology;China;Asiatic Region
Zhongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Central South University (Science and Technology);China;Asiatic Region
Alauda;France;Western Europe
Anthropology Southern Africa;United Kingdom;Western Europe
Asian Journal for Public Opinion Research;South Korea;Asiatic Region
Christian Education Journal;United States;Northern America
Custos e Agronegocio;Brazil;Latin America
Defect and Diffusion Forum;Switzerland;Western Europe
Didactica Slovenica - Pedagoska Obzorja;Slovenia;Eastern Europe
Discussiones Mathematicae - General Algebra and Applications;Poland;Eastern Europe
English Language Notes;United States;Northern America
Estudios Demograficos y Urbanos;Mexico;Latin America
Folia Medica;Bulgaria;Eastern Europe
Hellenic Plant Protection Journal;Germany;Western Europe
IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences;Japan;Asiatic Region
Index de Enfermeria;Spain;Western Europe
International Journal of Learning and Change;Switzerland;Western Europe
Italus Hortus;Italy;Western Europe
Journal of Defense Modeling and Simulation;United States;Northern America
Journal of Fisheries of China;China;Asiatic Region
Journal of Food Quality and Hazards Control;Iran;Middle East
Journal of Historical Pragmatics;Netherlands;Western Europe
Journal of International Wildlife Law and Policy;United Kingdom;Western Europe
Journal of Medicinal and Chemical Sciences;France;Western Europe
Journal of Military Medicine;Iran;Middle East
Jundishapur Journal of Natural Pharmaceutical Products;Netherlands;Western Europe
Jurnal Teknologi (Sciences and Engineering);Malaysia;Asiatic Region
Linye Kexue/Scientia Silvae Sinicae;China;Asiatic Region
Natural Products Journal;Netherlands;Western Europe
Plant Root;Japan;Asiatic Region
Polski Merkuriusz Lekarski;Poland;Eastern Europe
Regions and Cohesion;United States;Northern America
Revista Contabilidade e Financas;Brazil;Latin America
Revista Internacional de Andrologia;Spain;Western Europe
Revista Romana de Materiale/ Romanian Journal of Materials;Romania;Eastern Europe
Revue de Geographie Alpine;France;Western Europe
Revue Francaise de Gestion;France;Western Europe
Science of Synthesis;Germany;Western Europe
SEARCH (Malaysia);Malaysia;Asiatic Region
Societes Contemporaines;France;Western Europe
Studies in the Age of Chaucer;United States;Northern America
Technology and Disability;Netherlands;Western Europe
Technology Architecture and Design;United States;Northern America
Turkiye parazitolojii dergisi;Turkey;Middle East
Voprosy Ginekologii, Akusherstva i Perinatologii;Russian Federation;Eastern Europe
AAA - Arbeiten aus Anglistik und Amerikanistik;Germany;Western Europe
Advances in Electrical and Electronic Engineering;Czech Republic;Eastern Europe
Archives of Psychiatry and Psychotherapy;Poland;Eastern Europe
Bulletin of Ugric Studies;Russian Federation;Eastern Europe
China Report;India;Asiatic Region
CVIR Endovascular;Switzerland;Western Europe
Electronic Journal of Structural Engineering;Australia;Pacific Region
Entomon;India;Asiatic Region
European Journal of Physiotherapy;United Kingdom;Western Europe
Fuentes el Reventon Energetico;Colombia;Latin America
High Temperatures - High Pressures;United States;Northern America
History of Philosophy Quarterly;United States;Northern America
International Journal of Humanities and Arts Computing;United Kingdom;Western Europe
International Journal of Legal Discourse;Germany;Western Europe
IOP Conference Series: Earth and Environmental Science;United Kingdom;Western Europe
Journal of Animal Health and Production;Pakistan;Asiatic Region
Korean Journal of Food Preservation;South Korea;Asiatic Region
Korean Journal of Women Health Nursing;South Korea;Asiatic Region
Materials Express;United States;Northern America
Minerva Ortopedica e Traumatologica;Italy;Western Europe
Museum Worlds;United States;Northern America
Prakticky Lekar;Czech Republic;Eastern Europe
Proceedings - IEEE International Conference on Computer Design: VLSI in Computers and Processors;United States;Northern America
Proceedings of the Institution of Civil Engineers: Engineering and Computational Mechanics;United Kingdom;Western Europe
Psicologia della Salute;Italy;Western Europe
Revista Brasileira de Medicina do Trabalho;Brazil;Latin America
Revista Portuguesa de Educacao;Portugal;Western Europe
Scientia Sinica Mathematica;China;Asiatic Region
Southeastern Europe;Netherlands;Western Europe
Studia Historica, Historia Medieval;Spain;Western Europe
Studia Iuridica Lublinensia;Poland;Eastern Europe
Turkish Journal of Physics;Turkey;Middle East
Veritas;Chile;Latin America
Vestnik of Saint Petersburg University. Earth Sciences;Russian Federation;Eastern Europe
Annual review of nursing research;Germany;Western Europe
Archives of Biological Sciences;Serbia;Eastern Europe
Asia-Pacific Journal of Research in Early Childhood Education;China;Asiatic Region
Brill's Journal of Afroasiatic Languages and Linguistics;Netherlands;Western Europe
Canadian Journal of Dental Hygiene;Canada;Northern America
Current Trauma Reports;Switzerland;Western Europe
Direccion y Organizacion;Spain;Western Europe
Eurasian Chemico-Technological Journal;Kazakhstan;Asiatic Region
Evolutionary Studies in Imaginative Culture;United States;Northern America
Frontiers in Biology;China;Asiatic Region
Indiana Journal of Global Legal Studies;United States;Northern America
International Game Theory Review;Singapore;Asiatic Region
International Journal of Educational Reform;United States;Northern America
International Journal of Surgery Open;United Kingdom;Western Europe
Journal of Antitrust Enforcement;United Kingdom;Western Europe
Journal of Camelid Science;United Arab Emirates;Middle East
Journal of Central European Agriculture;Croatia;Eastern Europe
Journal of Feline Medicine and Surgery Open Reports;United Kingdom;Western Europe
Journal of Genocide Research;United Kingdom;Western Europe
Journal of Nonlinear Optical Physics and Materials;Singapore;Asiatic Region
Journal of Optical Technology (A Translation of Opticheskii Zhurnal);United States;Northern America
Journal of the Kansas Entomological Society;United States;Northern America
Journal of Transport and Supply Chain Management;South Africa;Africa
Korean Journal of Remote Sensing;South Korea;Asiatic Region
Mathematical Intelligencer;United States;Northern America
Meta Gene;Netherlands;Western Europe
Nan fang yi ke da xue xue bao = Journal of Southern Medical University;China;Asiatic Region
New Research of Tuva;Russian Federation;Eastern Europe
Praxis der Kinderpsychologie und Kinderpsychiatrie;Germany;Western Europe
Psychiatric Annals;United States;Northern America
Quaderns de Filologia: Estudis Literaris;Spain;Western Europe
Revista de Derecho Civil;Spain;Western Europe
Revista de Historia Industrial;Spain;Western Europe
Revista Mexicana de Fisica E;Mexico;Latin America
Revue Internationale de Politique Comparee;Belgium;Western Europe
Series on Biomechanics;Bulgaria;Eastern Europe
Sodobna Pedagogika;Slovenia;Eastern Europe
Statistics and Risk Modeling;Germany;Western Europe
Systemes d'Information et Management;France;Western Europe
Taiyangneng Xuebao/Acta Energiae Solaris Sinica;China;Asiatic Region
Tropical Biomedicine;Malaysia;Asiatic Region
Ulster Medical Journal;United Kingdom;Western Europe
Vestnik Oftalmologii;Russian Federation;Eastern Europe
Veterinarski Arhiv;Croatia;Eastern Europe
Acta Didactica Norden;Norway;Western Europe
Archives and Records;United Kingdom;Western Europe
Archives of Pediatric Infectious Diseases;Netherlands;Western Europe
Biologie Aujourd'hui;France;Western Europe
Biomedical Human Kinetics;Poland;Eastern Europe
Canadian Journal of Community Mental Health;Canada;Northern America
China and WTO Review;South Korea;Asiatic Region
Chirurg;Germany;Western Europe
Ciencias Marinas;Mexico;Latin America
East Asia;Netherlands;Western Europe
Education Therapeutique du Patient;France;Western Europe
Ekonomicky Casopis;Slovakia;Eastern Europe
e-Review of Tourism Research;United States;Northern America
Functional Foods in Health and Disease;United States;Northern America
General Dentistry;United States;Northern America
Griffith Law Review;United Kingdom;Western Europe
Guangzi Xuebao/Acta Photonica Sinica;China;Asiatic Region
Hospital Topics;United States;Northern America
International Journal for Computational Civil and Structural Engineering;Russian Federation;Eastern Europe
International Journal of Business Analytics;United States;Northern America
International Journal of Oil, Gas and Coal Technology;United Kingdom;Western Europe
International Journal of Psychology and Psychological Therapy;Spain;Western Europe
International Journal of Work Organisation and Emotion;United Kingdom;Western Europe
International Review of Social History;United Kingdom;Western Europe
Intersections East European Journal of Society and Politics;Hungary;Eastern Europe
Iranian Journal of Materials Science and Engineering;Iran;Middle East
Journal of Applied Animal Nutrition;Netherlands;Western Europe
Journal of Asian Sociology;South Korea;Asiatic Region
Journal of Electrical Engineering;Germany;Western Europe
Journal of Historical Sociolinguistics;Germany;Western Europe
Journal of Learning for Development;Canada;Northern America
Journal of Victorian Culture;United Kingdom;Western Europe
Key Engineering Materials;Switzerland;Western Europe
Migraciones Internacionales;Mexico;Latin America
Mljekarstvo;Croatia;Eastern Europe
Modern and Contemporary France;United Kingdom;Western Europe
Oral Surgery;United Kingdom;Western Europe
Philippine Journal of Science;Philippines;Asiatic Region
Psychologist-Manager Journal;United States;Northern America
Religion and American Culture;United States;Northern America
Revista Brasileira de Politicas Publicas;Brazil;Latin America
Revista Chapingo, Serie Ciencias Forestales y del Ambiente;Mexico;Latin America
Revista Espanola de Cirugia Ortopedica y Traumatologia;Spain;Western Europe
Revue de l'Infirmiere;France;Western Europe
SAE International Journal of Connected and Automated Vehicles;United States;Northern America
STUF - Sprachtypologie und Universalienforschung;Germany;Western Europe
Wasserwirtschaft;Germany;Western Europe
Wounds UK;United Kingdom;Western Europe
Anales de Geografia de la Universidad Complutense;Spain;Western Europe
Analise Psicologica;Portugal;Western Europe
Bulletin of the Hospital for Joint Disease (2013);United States;Northern America
Bulletin of Tokyo Dental College, The;Japan;Asiatic Region
Chinese Herbal Medicines;Netherlands;Western Europe
Communications in Applied and Industrial Mathematics;Germany;Western Europe
Federal Register;United States;Northern America
Filosofia Theoretica;Nigeria;Africa
Frontiers of Neurology and Neuroscience;Switzerland;Western Europe
Geopolitica(s);Spain;Western Europe
Gestao e Producao;Brazil;Latin America
Hanjie Xuebao/Transactions of the China Welding Institution;China;Asiatic Region
Iberoamerica (Russian Federation);Russian Federation;Eastern Europe
Ikala;Colombia;Latin America
Indian Journal of Research in Homoeopathy;India;Asiatic Region
International Journal of Design Sciences and Technology;France;Western Europe
International Journal of High Performance Systems Architecture;United Kingdom;Western Europe
International Journal of Networking and Virtual Organisations;United Kingdom;Western Europe
International Journal of Tourism Policy;United Kingdom;Western Europe
International Review of Applied Sciences and Engineering;Hungary;Eastern Europe
Investment Management and Financial Innovations;Ukraine;Eastern Europe
Istorija 20 Veka;Serbia;Eastern Europe
Jordan Journal of Modern Languages and Literatures;Jordan;Middle East
Journal of Groundwater Science and Engineering;China;Asiatic Region
Journal of Peacebuilding and Development;United Kingdom;Western Europe
Journal of Renal Injury Prevention;Iran;Middle East
Journal of WSCG;Czech Republic;Eastern Europe
Journal Women's Entrepreneurship and Education;Serbia;Eastern Europe
Jurnal Manajemen Hutan Tropika;Indonesia;Asiatic Region
LIA Language, Interaction and Acquisition;Netherlands;Western Europe
Magnificat Cultura i Literatura Medievals;Spain;Western Europe
Malaysian Journal of Mathematical Sciences;Malaysia;Asiatic Region
Mechanics and Mechanical Engineering;Poland;Eastern Europe
Mendel;Czech Republic;Eastern Europe
Multiagent and Grid Systems;United States;Northern America
National Academy Science Letters;India;Asiatic Region
Polis;Italy;Western Europe
Proceedings of the Human Factors and Ergonomics Society;United States;Northern America
Psychoanalytic Inquiry;United Kingdom;Western Europe
Quarterly Review of Film and Video;United Kingdom;Western Europe
Redia;Italy;Western Europe
Revue d'Epidemiologie et de Sante Publique;France;Western Europe
Samarah;Indonesia;Asiatic Region
Spirituality Studies;Slovakia;Eastern Europe
Studia Islamica;France;Western Europe
Techniques in Foot and Ankle Surgery;United States;Northern America
Trimestre Economico;Mexico;Latin America
World Futures;United Kingdom;Western Europe
Xi Tong Gong Cheng Yu Dian Zi Ji Shu/Systems Engineering and Electronics;China;Asiatic Region
Xiyou Jinshu Cailiao Yu Gongcheng/Rare Metal Materials and Engineering;China;Asiatic Region
Accounting History Review;United Kingdom;Western Europe
Advances in Animal and Veterinary Sciences;Pakistan;Asiatic Region
American Literary History;United States;Northern America
Annales, Series Historia Naturalis;Slovenia;Eastern Europe
Baghdad Science Journal;Iraq;Middle East
Biomedical and Pharmacology Journal;India;Asiatic Region
Brazilian Journalism Research;Brazil;Latin America
Bulletin of the History of Medicine;United States;Northern America
Caldasia;Colombia;Latin America
Cesky Lid;Czech Republic;Eastern Europe
Computer Science;Poland;Eastern Europe
Continental Philosophy Review;Netherlands;Western Europe
Finance: Theory and Practice;Russian Federation;Eastern Europe
Geriatrie et Psychologie Neuropsychiatrie du Vieillissement;France;Western Europe
Human Arenas;Netherlands;Western Europe
Human Ecology Review;United States;Northern America
International Journal Bioautomation;Bulgaria;Eastern Europe
International Journal for Simulation and Multidisciplinary Design Optimization;France;Western Europe
International Journal of Electric and Hybrid Vehicles;United Kingdom;Western Europe
International Journal of Intellectual Property Management;Switzerland;Western Europe
International Journal of Surgery Case Reports;Netherlands;Western Europe
Izvestiya of Saratov University, New Series: Physics;Russian Federation;Eastern Europe
Journal Europeen des Systemes Automatises;France;Western Europe
Journal for Global Business Advancement;United Kingdom;Western Europe
Journal of Astronomical History and Heritage;Thailand;Asiatic Region
Journal of Drug Education;United States;Northern America
Journal of Fishery Sciences of China;China;Asiatic Region
Journal of ICT Research and Applications;Indonesia;Asiatic Region
Journal of Korean Academy of Community Health Nursing;South Korea;Asiatic Region
Journal of Physical Education (Maringa);Brazil;Latin America
Media Asia;Singapore;Asiatic Region
Meta: Avaliacao;Brazil;Latin America
Muzeologia a Kulturne Dedicstvo;Slovakia;Eastern Europe
New Bioethics;United Kingdom;Western Europe
Pediatric Medicine;China;Asiatic Region
Potchefstroom Electronic Law Journal;South Africa;Africa
Proceedings of Institution of Civil Engineers: Waste and Resource Management;United Kingdom;Western Europe
Proceedings of Singapore Healthcare;Singapore;Asiatic Region
Revista Brasileira de Ciencias do Esporte;Brazil;Latin America
Revista Chapingo, Serie Horticultura;Mexico;Latin America
Revista de Internet, Derecho y Politica;Spain;Western Europe
Swiss dental journal;Switzerland;Western Europe
Tropical and Subtropical Agroecosystems;Mexico;Latin America
Tuberculosis and Lung Diseases;Russian Federation;Eastern Europe
Acute Medicine;United Kingdom;Western Europe
Archives of Razi Institute;Iran;Middle East
Asian Pacific Island Nursing Journal;United States;Northern America
Bangladesh Journal of Botany;Bangladesh;Asiatic Region
Canadian Journal of Latin American and Caribbean Studies;Canada;Northern America
Central European Journal of Nursing and Midwifery;Czech Republic;Eastern Europe
Chemistry and Technology of Fuels and Oils;Germany;Western Europe
DELTA Documentacao de Estudos em Linguistica Teorica e Aplicada;Brazil;Latin America
Doklady Chemistry;United States;Northern America
Eastern European Countryside;Germany;Western Europe
Electron Paramagnetic Resonance;United Kingdom;Western Europe
Gongcheng Kexue Yu Jishu/Advanced Engineering Science;China;Asiatic Region
International Journal for the Study of Skepticism;Netherlands;Western Europe
International Journal of Computing Science and Mathematics;United Kingdom;Western Europe
International Journal of Data Mining and Bioinformatics;United Kingdom;Western Europe
International Journal of Dynamical Systems and Differential Equations;United Kingdom;Western Europe
International Journal of Economics and Management;Malaysia;Asiatic Region
International Journal of Information System Modeling and Design;United States;Northern America
International Journal of Thermodynamics;Turkey;Middle East
IRRIGA;Brazil;Latin America
Journal for Nurse Practitioners;United States;Northern America
Journal for the Academic Study of Religion;United Kingdom;Western Europe
Journal of Applied Biology and Biotechnology;India;Asiatic Region
Journal of British Studies;United Kingdom;Western Europe
Journal of Cellular Automata;United States;Northern America
Journal of Chiropractic Education;United States;Northern America
Journal of Classroom Interaction;United States;Northern America
Journal of Degraded and Mining Lands Management;Indonesia;Asiatic Region
Journal of Ocean Technology;Canada;Northern America
Journal of Operations and Supply Chain Management;Brazil;Latin America
Klinik Psikiyatri Dergisi;Turkey;Middle East
Lecture Notes in Information Systems and Organisation;Germany;Western Europe
Lecture Notes in Mathematics;Germany;Western Europe
Listy Cukrovarnicke a Reparske;Czech Republic;Eastern Europe
Material Religion;United Kingdom;Western Europe
Mechanics in Engineering;China;Asiatic Region
Nordia Geographical Publications;Finland;Western Europe
Nursing and Midwifery Studies;India;Asiatic Region
Onomazein;Chile;Latin America
Paediatrics and Child Health (United Kingdom);United Kingdom;Western Europe
Proceedings of the IEEE International Conference on Properties and Applications of Dielectric Materials;United States;Northern America
Revista Ingenieria de Construccion;Chile;Latin America
Revista Interuniversitaria de Formacion del Profesorado;Spain;Western Europe
Revista Proyecto, Progreso, Arquitectura;Spain;Western Europe
Revue d'Homeopathie;France;Western Europe
Revue Francaise de Psychanalyse;France;Western Europe
Shokuhin eiseigaku zasshi. Journal of the Food Hygienic Society of Japan;Japan;Asiatic Region
UUM Journal of Legal Studies;Malaysia;Asiatic Region
Vegueta;Spain;Western Europe
Vestnik Pravoslavnogo Sviato-Tikhonovskogo Gumanitarnogo Universiteta, Seria I. Bogoslovie, Filosofia, Religiovedenie;Russian Federation;Eastern Europe
Zeitschrift fur Anglistik und Amerikanistik;Germany;Western Europe
Zhongguo Youse Jinshu Xuebao/Chinese Journal of Nonferrous Metals;China;Asiatic Region
Acta Pharmaceutica Sciencia;Turkey;Middle East
American Imago;United States;Northern America
Asia Pacific Media Educator;India;Asiatic Region
Canadian Historical Review;Canada;Northern America
Cuadernos de Geografia: Revista Colombiana de Geografia;Colombia;Latin America
Diaspora, Indigenous, and Minority Education;United States;Northern America
DYNA (Colombia);Colombia;Latin America
Education and Self Development;Russian Federation;Eastern Europe
ERS Monograph;United Kingdom;Western Europe
European Journal of English Studies;United Kingdom;Western Europe
Folia Biologica;Poland;Eastern Europe
French Historical Studies;United States;Northern America
Fruits;France;Western Europe
Gastrointestinal Nursing;United Kingdom;Western Europe
Indiana;Germany;Western Europe
Indian Journal of Human Development;India;Asiatic Region
Information Services and Use;Netherlands;Western Europe
Innovar;Colombia;Latin America
International Journal of Applied Electromagnetics and Mechanics;Netherlands;Western Europe
International Journal of Community Music;United Kingdom;Western Europe
International Journal of Electronics Letters;United Kingdom;Western Europe
International Journal of Internet Protocol Technology;United Kingdom;Western Europe
Iranian Economic Review;Iran;Middle East
Israel Journal of Psychiatry and Related Sciences;Israel;Middle East
Issues and Studies;Taiwan;Asiatic Region
Istoriya;Russian Federation;Eastern Europe
JACC: Case Reports;United States;Northern America
Japanese Journal of Health Physics;Japan;Asiatic Region
Japan Forum;United Kingdom;Western Europe
Journal for Deradicalization;Germany;Western Europe
Journal of Animal and Plant Sciences;Pakistan;Asiatic Region
Journal of Chiropractic Humanities;United States;Northern America
Journal of Computing Science and Engineering;South Korea;Asiatic Region
Journal of Endocrinology and Metabolism;Canada;Northern America
Journal of Irrigation and Drainage;China;Asiatic Region
Journal of Korean Academic Society of Nursing Education;South Korea;Asiatic Region
Journal of Slavic Linguistics;United States;Northern America
Journal of Structured Finance;United States;Northern America
Journal of the Korean Society for Railway;South Korea;Asiatic Region
Journal of Traditional Chinese Medical Sciences;China;Asiatic Region
Journal of World-Systems Research;United States;Northern America
KEDI Journal of Educational Policy;South Korea;Asiatic Region
Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI);Germany;Western Europe
Malaysian Forester;Malaysia;Asiatic Region
Medico-Biological and Socio-Psychological Issues of Safety in Emergency Situations;Russian Federation;Eastern Europe
Ortopedia Traumatologia Rehabilitacja;Poland;Eastern Europe
Progress in Industrial Ecology;United Kingdom;Western Europe
Psychology and Neuroscience;United States;Northern America
REDES;Spain;Western Europe
Revista Brasileira de Ornitologia;Brazil;Latin America
Revista Cubana de Farmacia;Cuba;Latin America
Revista de Economia Mundial;Spain;Western Europe
Revista Materia;Brazil;Latin America
Revista Peruana de Biologia;Peru;Latin America
RILCE;Spain;Western Europe
Society and Economy;Hungary;Eastern Europe
Statistics in Transition;Poland;Eastern Europe
Topics in Geriatric Rehabilitation;United States;Northern America
Trashumante;Colombia;Latin America
Voprosy Khimii i Khimicheskoi Tekhnologii;Ukraine;Eastern Europe
Zeitschrift fur Allgemeinmedizin;Germany;Western Europe
Zpravy Lesnickeho Vyzkumu;Czech Republic;Eastern Europe
Acta Chirurgiae Plasticae;Czech Republic;Eastern Europe
Advances in Engineering Education;United States;Northern America
African Vision and Eye Health;South Africa;Africa
AGIT- Journal fur Angewandte Geoinformatik;Germany;Western Europe
Agraarteadus;Estonia;Eastern Europe
Asia Pacific Journal of Information Systems;South Korea;Asiatic Region
B.E. Journal of Theoretical Economics;Germany;Western Europe
Bijdragen en Mededelingen Betreffende de Geschiedenis der Nederlanden;Netherlands;Western Europe
Boletin de la Asociacion Internacional de Derecho Cooperativo;Spain;Western Europe
Boletin de la Sociedad Argentina de Botanica;Argentina;Latin America
Bulletin of the Transilvania University of Brasov, Series II: Forestry, Wood Industry, Agricultural Food Engineering;Romania;Eastern Europe
Canadian Field-Naturalist;Canada;Northern America
Case Reports in Medicine;United States;Northern America
Cell Communication and Adhesion;United Kingdom;Western Europe
Chemistry Journal of Moldova;Moldova;Eastern Europe
Diritto and Questioni Pubbliche;Italy;Western Europe
Earthquake;China;Asiatic Region
EnvironmentAsia;Thailand;Asiatic Region
European Journal of Applied Linguistics and TEFL;Germany;Western Europe
Harmonia: Journal of Arts Research and Education;Indonesia;Asiatic Region
Health and Social Care Chaplaincy;United Kingdom;Western Europe
Indian Journal of Nuclear Medicine;India;Asiatic Region
International Journal of Applied Pharmaceutics;India;Asiatic Region
International Journal of Circuits, Systems and Signal Processing;United States;Northern America
International Journal of Critical Illness and Injury Science;India;Asiatic Region
International Journal of Manufacturing, Materials, and Mechanical Engineering;United States;Northern America
International Journal of Serious Games;Italy;Western Europe
Investigaciones Turisticas;Spain;Western Europe
Journal of Forensic Practice;United Kingdom;Western Europe
Journal of ICT Standardization;Denmark;Western Europe
Journal of Insect Biotechnology and Sericology;Japan;Asiatic Region
Journal of the Association of Physicians of India, The;India;Asiatic Region
Journal of the National Science Foundation of Sri Lanka;Sri Lanka;Asiatic Region
Journal of Theoretical and Applied Information Technology;Pakistan;Asiatic Region
Kagaku Kogaku Ronbunshu;Japan;Asiatic Region
Kemanusiaan;Malaysia;Asiatic Region
Koomesh;Iran;Middle East
Measurement: Sensors;United Kingdom;Western Europe
Neurosciences;Saudi Arabia;Middle East
Pacific Focus;United States;Northern America
Pesquisa Brasileira em Odontopediatria e Clinica Integrada;Brazil;Latin America
Przeglad Elektrotechniczny;Poland;Eastern Europe
Psykhe;Chile;Latin America
Rendiconti di Matematica e delle Sue Applicazioni;Italy;Western Europe
Revista de Antropologia;Brazil;Latin America
Revue de Medecine Interne;France;Western Europe
Roczniki Psychologiczne;Poland;Eastern Europe
Senior care pharmacist, The;United States;Northern America
Sibirskiy Psikhologicheskiy Zhurnal;Russian Federation;Eastern Europe
Strategies;United Kingdom;Western Europe
Studia Historiae Scientiarum;Poland;Eastern Europe
Tribology and Lubrication Technology;United States;Northern America
Turkish Journal of Thoracic and Cardiovascular Surgery;Turkey;Middle East
Undersea and Hyperbaric Medicine;United States;Northern America
Academic Forensic Pathology;United States;Northern America
Acta Haematologica Polonica;Poland;Eastern Europe
Acta Psychologica Sinica;China;Asiatic Region
Anuario de Estudios Medievales;Spain;Western Europe
Australasian Journal of Ultrasound in Medicine;Australia;Pacific Region
Axiomathes;Netherlands;Western Europe
Bioscience Journal;Brazil;Latin America
Bookbird: Journal of International Children's Literature;Switzerland;Western Europe
Bulletin of the Georgian National Academy of Sciences;Georgia;Eastern Europe
Bulletin of the Iraq Natural History Museum;Iraq;Middle East
Case Reports in Critical Care;United Kingdom;Western Europe
Casopis za Suvremenu Povijest;Croatia;Eastern Europe
Comptes Rendus de L'Academie Bulgare des Sciences;Bulgaria;Eastern Europe
Geography Research Forum;Israel;Middle East
Global Chinese;Germany;Western Europe
Hacettepe Egitim Dergisi;Turkey;Middle East
Historia Mexicana;Mexico;Latin America
History of Political Thought;United Kingdom;Western Europe
International Journal;Canada;Northern America
International Journal of Chinese Education;United Kingdom;Western Europe
International Journal of Multicriteria Decision Making;Switzerland;Western Europe
Issues in Hispanic and Lusophone Linguistics;Netherlands;Western Europe
Italian Journal of Engineering Geology and Environment;Italy;Western Europe
Journal of Cosmetic Science;United States;Northern America
Journal of Graphic Engineering and Design;Serbia;Eastern Europe
"Journal of pastoral care &amp; counseling : JPCC, The";United States;Northern America
Journal of the Saudi Heart Association;Saudi Arabia;Middle East
Jurnal Ilmiah Perikanan dan Kelautan;Indonesia;Asiatic Region
Khimiya Rastitel'nogo Syr'ya;Russian Federation;Eastern Europe
Law and Contemporary Problems;United States;Northern America
Mecosan;Italy;Western Europe
Method and Theory in the Study of Religion;Netherlands;Western Europe
Mikrobiyoloji Bulteni;Turkey;Middle East
Military Medical Science Letters (Vojenske Zdravotnicke Listy);Czech Republic;Eastern Europe
Mind and Matter;United Kingdom;Western Europe
Multitudes;France;Western Europe
Nematropica;United States;Northern America
Neonatal network : NN;United States;Northern America
Numeracy;United States;Northern America
Pesquisas em Geociencias;Brazil;Latin America
Pferdeheilkunde;Germany;Western Europe
Poultry Science Journal;Iran;Middle East
Proceedings of the International Workshop on Rapid System Prototyping;United States;Northern America
Psychologie Francaise;France;Western Europe
Research in Organizational Change and Development;United Kingdom;Western Europe
Revista de Derecho;Chile;Latin America
Rupkatha Journal on Interdisciplinary Studies in Humanities;India;Asiatic Region
Sarhad Journal of Agriculture;United Kingdom;Western Europe
Science Networks. Historical Studies;Switzerland;Western Europe
Seminars in Spine Surgery;United Kingdom;Western Europe
Seoul Journal of Economics;South Korea;Asiatic Region
Squalen Bulletin of Marine and Fisheries Postharvest and Biotechnology;Indonesia;Asiatic Region
Voice and Speech Review;United States;Northern America
World Review of Science, Technology and Sustainable Development;United Kingdom;Western Europe
WSEAS Transactions on Business and Economics;Greece;Western Europe
Zhejiang Daxue Xuebao (Gongxue Ban)/Journal of Zhejiang University (Engineering Science);China;Asiatic Region
Acta Scientiae Veterinariae;Brazil;Latin America
Acta Scientiarum - Biological Sciences;Brazil;Latin America
Austral: Brazilian Journal of Strategy and International Relations;Brazil;Latin America
Cambridge Journal of Postcolonial Literary Inquiry;United Kingdom;Western Europe
Case Reports in Dermatological Medicine;United Kingdom;Western Europe
Cognitive Studies;Poland;Eastern Europe
Contributions to Political Economy;United Kingdom;Western Europe
Economists' Voice;Germany;Western Europe
EEA - Electrotehnica, Electronica, Automatica;Romania;Eastern Europe
European Journal of East Asian Studies;Netherlands;Western Europe
Geomatica;Canada;Northern America
Geotechnical Engineering;Thailand;Asiatic Region
Indian Journal of Pathology and Microbiology;India;Asiatic Region
Indian Journal of Pharmaceutical Sciences;India;Asiatic Region
Journal of Brand Strategy;United Kingdom;Western Europe
Journal of Ceramic Processing Research;South Korea;Asiatic Region
Journal of Design and Built Environment;Malaysia;Asiatic Region
Journal of Nuts;Iran;Middle East
Journal of Textile Engineering;Japan;Asiatic Region
Knowledge Cultures;United States;Northern America
Lavoro e Diritto;Italy;Western Europe
Mankind Quarterly;United States;Northern America
Medziagotyra;Lithuania;Eastern Europe
Nederlandse Letterkunde;Netherlands;Western Europe
Neuropsychiatrie de l'Enfance et de l'Adolescence;France;Western Europe
Nursing;United States;Northern America
Osiris;United States;Northern America
Perspektiven der Wirtschaftspolitik;Germany;Western Europe
Polish Journal of Medical Physics and Engineering;Poland;Eastern Europe
Proceedings of the Royal Irish Academy, Section C: Archaeology, Celtic Studies, History, Linguistics and Literature;Ireland;Western Europe
