Title;Category;rank
Reading and Writing (South Africa);Linguistics and Language;Q2
Reading and Writing (South Africa);Education;Q3
Revista Chilena de Derecho y Tecnologia;Law;Q2
Revista Chilena de Derecho y Tecnologia;Computer Networks and Communications;Q4
Revista Chilena de Derecho y Tecnologia;Information Systems;Q4
Revista Mexicana De Ciencias Pecuarias;Veterinary, miscellaneous;Q3
Revista Mexicana De Ciencias Pecuarias;Animal Science and Zoology;Q4
Russian Journal of Bioorganic Chemistry;Biochemistry;Q4
Russian Journal of Bioorganic Chemistry;Organic Chemistry;Q4
Soils and Rocks;Geotechnical Engineering and Engineering Geology;Q3
sub\urban;Geography, Planning and Development;Q3
sub\urban;Urban Studies;Q3
Tuberkuloz ve Toraks;Critical Care and Intensive Care Medicine;Q3
Tuberkuloz ve Toraks;Surgery;Q3
Tuberkuloz ve Toraks;Pulmonary and Respiratory Medicine;Q4
Uludag Aricilik Dergisi;Food Science;Q3
Uludag Aricilik Dergisi;Ecology, Evolution, Behavior and Systematics;Q4
Uludag Aricilik Dergisi;Insect Science;Q4
Advances in Intelligent Systems and Computing;Computer Science, miscellaneous;Q4
Advances in Intelligent Systems and Computing;Control and Systems Engineering;Q4
Agriculture and Forestry;Agronomy and Crop Science;Q3
Agriculture and Forestry;Food Science;Q3
Agriculture and Forestry;Forestry;Q3
Agriculture and Forestry;Nature and Landscape Conservation;Q3
Agriculture and Forestry;Plant Science;Q4
Agriculture and Forestry;Soil Science;Q4
Anales del Seminario de Historia de la Filosofia;History and Philosophy of Science;Q2
Anales del Seminario de Historia de la Filosofia;Philosophy;Q2
Archives and Manuscripts;Communication;Q3
Archives and Manuscripts;Library and Information Sciences;Q3
Australasian Review of African Studies;Arts and Humanities, miscellaneous;Q2
Australasian Review of African Studies;Social Sciences, miscellaneous;Q3
Biosurface and Biotribology;Biomaterials;Q4
Biosurface and Biotribology;Biomedical Engineering;Q4
Biosurface and Biotribology;Biophysics;Q4
Biosurface and Biotribology;Mechanical Engineering;Q4
Biosurface and Biotribology;Surfaces, Coatings and Films;Q4
Capitale Culturale;History;Q1
Capitale Culturale;Archeology, arts and humanities;Q2
Capitale Culturale;Arts and Humanities, miscellaneous;Q2
Capitale Culturale;Conservation;Q2
Capitale Culturale;Museology;Q2
Capitale Culturale;Tourism, Leisure and Hospitality Management;Q4
Casopis pro Pravni Vedu a Praxi;Law;Q2
China: An International Journal;Business and International Management;Q3
China: An International Journal;Social Sciences, miscellaneous;Q3
China: An International Journal;Economics and Econometrics;Q4
Diplomatic History;History;Q1
Economics and Business Letters;Business and International Management;Q3
Economics and Business Letters;Economics, Econometrics and Finance, miscellaneous;Q3
European Journal of Geography;Geography, Planning and Development;Q3
European Mineralogical Union Notes in Mineralogy;Geochemistry and Petrology;Q4
Heart Surgery Forum;Surgery;Q3
Heart Surgery Forum;Cardiology and Cardiovascular Medicine;Q4
Indian Journal of Agricultural Sciences;Agronomy and Crop Science;Q3
Indian Journal of Otolaryngology and Head and Neck Surgery;Otorhinolaryngology;Q3
Indian Journal of Otolaryngology and Head and Neck Surgery;Surgery;Q3
Indian Journal of Rheumatology;Rheumatology;Q4
Information Technologies and International Development;Communication;Q3
Information Technologies and International Development;Development;Q3
Information Technologies and International Development;Computer Networks and Communications;Q4
Information Technologies and International Development;Computer Science Applications;Q4
Information Technologies and International Development;Human-Computer Interaction;Q4
Information Technologies and International Development;Information Systems;Q4
Information Technologies and International Development;Management of Technology and Innovation;Q4
International Electronic Journal of Environmental Education;Education;Q3
International Electronic Journal of Environmental Education;Environmental Science, miscellaneous;Q3
International Journal of Critical Computer-Based Systems;Computer Science, miscellaneous;Q4
International Journal of Dairy Science;Animal Science and Zoology;Q4
International Journal of Dairy Science;Food Animals;Q4
International Journal of Enterprise Network Management;Business and International Management;Q3
International Journal of Enterprise Network Management;Management of Technology and Innovation;Q4
International Journal of Enterprise Network Management;Management Science and Operations Research;Q4
International Journal of Mental Health Promotion;Health Policy;Q4
International Journal of Mental Health Promotion;Psychiatry and Mental Health;Q4
International Journal of Mental Health Promotion;Public Health, Environmental and Occupational Health;Q4
International Journal of Reliable and Quality E-Healthcare;Medical Laboratory Technology;Q3
International Journal of Reliable and Quality E-Healthcare;Computer Science Applications;Q4
International Journal of Reliable and Quality E-Healthcare;Health Informatics;Q4
International Journal of Reliable and Quality E-Healthcare;Health Information Management;Q4
International Journal of Reliable and Quality E-Healthcare;Leadership and Management;Q4
International Journal of RF Technologies: Research and Applications;Industrial and Manufacturing Engineering;Q3
International Journal of RF Technologies: Research and Applications;Electrical and Electronic Engineering;Q4
International Journal of RF Technologies: Research and Applications;Management Information Systems;Q4
International Journal of RF Technologies: Research and Applications;Management of Technology and Innovation;Q4
Irish Medical Journal;Medicine, miscellaneous;Q4
Journal of Environmental Engineering and Science;Environmental Engineering;Q3
Journal of Environmental Engineering and Science;Environmental Science, miscellaneous;Q3
Journal of Environmental Engineering and Science;Environmental Chemistry;Q4
Journal of Germanic Linguistics;Literature and Literary Theory;Q1
Journal of Germanic Linguistics;Linguistics and Language;Q2
Journal of International Women's Studies;Gender Studies;Q3
Journal of Nationalism Memory and Language Politics;History;Q1
Journal of Nationalism Memory and Language Politics;Cultural Studies;Q2
Journal of Nationalism Memory and Language Politics;Linguistics and Language;Q2
Journal of Nationalism Memory and Language Politics;Sociology and Political Science;Q3
Journal of Practice Teaching and Learning;Education;Q3
Journal of Practice Teaching and Learning;Health, social science;Q3
Journal of Practice Teaching and Learning;Public Health, Environmental and Occupational Health;Q4
Klinicka Onkologie;Oncology;Q4
Klinische Monatsblatter fur Augenheilkunde;Ophthalmology;Q3
Klinische Monatsblatter fur Augenheilkunde;Medicine, miscellaneous;Q4
Medizinhistorisches Journal;History and Philosophy of Science;Q2
Medizinhistorisches Journal;Medicine, miscellaneous;Q4
Novosti Sistematiki Vysshikh Rastenii;Ecology, Evolution, Behavior and Systematics;Q4
Novosti Sistematiki Vysshikh Rastenii;Plant Science;Q4
Physis;Health, social science;Q3
Physis;Health Policy;Q4
Physis;Public Health, Environmental and Occupational Health;Q4
Plant OMICS;Agronomy and Crop Science;Q3
Plant OMICS;Plant Science;Q4
Powder Metallurgy Progress;Metals and Alloys;Q3
Powder Metallurgy Progress;Mechanics of Materials;Q4
Public Finance Quarterly;Finance;Q4
Public Finance Quarterly;Public Administration;Q4
Pyrenae;Classics;Q1
Pyrenae;Archeology;Q2
Pyrenae;Archeology, arts and humanities;Q2
Revista Lusofona de Educacao;Education;Q3
Scripta Nova;Geography, Planning and Development;Q3
Social Psychology and Society;Social Sciences, miscellaneous;Q3
Social Psychology and Society;Applied Psychology;Q4
Social Psychology and Society;Social Psychology;Q4
South African Journal of Bioethics and Law;Law;Q2
South African Journal of Bioethics and Law;Health Professions, miscellaneous;Q3
South African Journal of Bioethics and Law;Medicine, miscellaneous;Q4
South African Journal of Bioethics and Law;Public Health, Environmental and Occupational Health;Q4
Southern African Journal of Anaesthesia and Analgesia;Anesthesiology and Pain Medicine;Q3
Tekst, Kniga, Knigoizdaniye;Visual Arts and Performing Arts;Q1
Tekst, Kniga, Knigoizdaniye;Communication;Q3
Tekst, Kniga, Knigoizdaniye;Library and Information Sciences;Q3
Tekst, Kniga, Knigoizdaniye;Media Technology;Q3
Tekst, Kniga, Knigoizdaniye;Information Systems;Q4
Transactions of the Korean Society of Automotive Engineers;Automotive Engineering;Q3
Utrecht Law Review;Law;Q2
Well Testing;Energy Engineering and Power Technology;Q4
Acta Biologica Colombiana;Agricultural and Biological Sciences, miscellaneous;Q3
Acta Neophilologica;Linguistics and Language;Q2
Archives of Metallurgy and Materials;Metals and Alloys;Q3
Asian Economic Journal;Development;Q3
Asian Economic Journal;Geography, Planning and Development;Q3
Asian Education and Development Studies;Development;Q3
Asian Education and Development Studies;Education;Q3
Asian Education and Development Studies;Social Sciences, miscellaneous;Q3
Biotropia;Agricultural and Biological Sciences, miscellaneous;Q3
Biotropia;Ecology;Q3
Biotropia;Biotechnology;Q4
ChemChemTech;Chemical Engineering, miscellaneous;Q3
ChemChemTech;Chemistry, miscellaneous;Q3
Children Australia;Sociology and Political Science;Q3
Children Australia;Developmental and Educational Psychology;Q4
Children Australia;Health, social science;Q4
Chinese Journal of Pathology;Pathology and Forensic Medicine;Q3
Chinese Journal of Pathology;Medicine, miscellaneous;Q4
Church, Communication and Culture;Religious Studies;Q1
Church, Communication and Culture;Communication;Q3
Clinical Case Studies;Clinical Psychology;Q3
Clinical Case Studies;Psychiatry and Mental Health;Q4
Educational and Developmental Psychologist;Education;Q3
Educational and Developmental Psychologist;Developmental and Educational Psychology;Q4
Engenharia Sanitaria e Ambiental;Waste Management and Disposal;Q4
Equilibrium Research;Otorhinolaryngology;Q3
Equilibrium Research;Neurology, clinical;Q4
EuPA Open Proteomics;Biochemistry;Q4
Evidence Based Care Journal;Health Policy;Q4
Evidence Based Care Journal;Public Health, Environmental and Occupational Health;Q4
Healthcare quarterly (Toronto, Ont.);Medicine, miscellaneous;Q4
History and Technology;History and Philosophy of Science;Q3
Hydrobiological Journal;Ecology;Q3
Hydrobiological Journal;Water Science and Technology;Q3
Hydrobiological Journal;Aquatic Science;Q4
IEEE National Radar Conference - Proceedings;Electrical and Electronic Engineering
International Journal of Environmental Technology and Management;Environmental Engineering;Q4
International Journal of Environmental Technology and Management;Management, Monitoring, Policy and Law;Q4
International Journal of Technology Management and Sustainable Development;Geography, Planning and Development;Q3
International Journal of Technology Management and Sustainable Development;Management, Monitoring, Policy and Law;Q4
International Journal of Technology Management and Sustainable Development;Management of Technology and Innovation;Q4
Japanese Economic Review;Economics and Econometrics;Q4
Journal of Engineering Education Transformations;Development;Q3
Journal of Engineering Education Transformations;Education;Q3
Journal of Engineering Education Transformations;Engineering, miscellaneous;Q3
Journal of Mathematics and Music;Music;Q1
Journal of Mathematics and Music;Applied Mathematics;Q4
Journal of Mathematics and Music;Computational Mathematics;Q4
Journal of Mathematics and Music;Modeling and Simulation;Q4
Journal of Mechanics in Medicine and Biology;Biomedical Engineering;Q4
Journal of Modern Project Management;Business and International Management;Q3
Journal of Modern Project Management;Management of Technology and Innovation;Q4
Journal of Modern Project Management;Strategy and Management;Q4
Ljetopis Socijalnog Rada;Education;Q3
Ljetopis Socijalnog Rada;Sociology and Political Science;Q3
Ljetopis Socijalnog Rada;Developmental and Educational Psychology;Q4
Ljetopis Socijalnog Rada;Social Work;Q4
lnternational Journal of Differential Equations and Applications;Analysis;Q4
lnternational Journal of Differential Equations and Applications;Applied Mathematics;Q4
LUMAT;Education;Q3
Memoria e Ricerca;History;Q1
Memoria e Ricerca;Sociology and Political Science;Q3
Molecular Crystals and Liquid Crystals;Chemistry, miscellaneous;Q3
Molecular Crystals and Liquid Crystals;Materials Science, miscellaneous;Q3
Molecular Crystals and Liquid Crystals;Condensed Matter Physics;Q4
Mutatis Mutandis;Linguistics and Language;Q2
Occupational Ergonomics;Advanced and Specialized Nursing;Q3
Occupational Ergonomics;Physical Therapy, Sports Therapy and Rehabilitation;Q3
Occupational Ergonomics;Rehabilitation;Q3
Occupational Ergonomics;Public Health, Environmental and Occupational Health;Q4
Open Medicine;Medicine, miscellaneous;Q4
Pakistan Journal of Biological Sciences;Agronomy and Crop Science;Q3
Prikladnaya Diskretnaya Matematika;Applied Mathematics;Q4
Prikladnaya Diskretnaya Matematika;Computational Theory and Mathematics;Q4
Prikladnaya Diskretnaya Matematika;Discrete Mathematics and Combinatorics;Q4
Prikladnaya Diskretnaya Matematika;Signal Processing;Q4
Prikladnaya Diskretnaya Matematika;Theoretical Computer Science;Q4
Proceedings of IEEE Sensors;Electrical and Electronic Engineering
Proceedings of the Institution of Civil Engineers: Transport;Civil and Structural Engineering;Q4
Proceedings of the Institution of Civil Engineers: Transport;Transportation;Q4
Revue d'Etudes Comparatives Est-Ouest;Political Science and International Relations;Q3
Revue d'Etudes Comparatives Est-Ouest;Finance;Q4
Slovenska Archeologia;Archeology;Q2
Slovenska Archeologia;Archeology, arts and humanities;Q2
Social Philosophy and Policy;Philosophy;Q2
Social Philosophy and Policy;Social Sciences, miscellaneous;Q3
Structural Heart;Cardiology and Cardiovascular Medicine;Q4
Tappi Journal;Chemical Engineering, miscellaneous;Q3
Tappi Journal;Chemistry, miscellaneous;Q3
Tappi Journal;Materials Science, miscellaneous;Q3
Tappi Journal;Media Technology;Q3
Tappi Journal;Mechanical Engineering;Q4
Turkish Journal of Chemistry;Chemistry, miscellaneous;Q3
WikiJournal of Medicine;Pharmacology, Toxicology and Pharmaceutics, miscellaneous;Q3
Zbornik Radova Ekonomskog Fakultet au Rijeci;Business and International Management;Q3
Zbornik Radova Ekonomskog Fakultet au Rijeci;Economics and Econometrics;Q4
Zbornik Radova Ekonomskog Fakultet au Rijeci;Finance;Q4
Acta Adriatica;Oceanography;Q4
Acta Zoologica Bulgarica;Animal Science and Zoology;Q4
Acta Zoologica Bulgarica;Aquatic Science;Q4
Acta Zoologica Bulgarica;Ecology, Evolution, Behavior and Systematics;Q4
Acta Zoologica Bulgarica;Insect Science;Q4
Aerospace Systems;Computers in Earth Sciences;Q3
Aerospace Systems;Social Sciences, miscellaneous;Q3
Aerospace Systems;Aerospace Engineering;Q4
Aerospace Systems;Control and Systems Engineering;Q4
Aerospace Systems;Mechanical Engineering;Q4
Aerospace Systems;Space and Planetary Science;Q4
Analele Stiintifice ale Universitatii Al I Cuza din Iasi - Matematica;Mathematics, miscellaneous;Q4
Anthropological Review;Anthropology;Q2
Anthropological Review;Health, social science;Q4
Arquivo Brasileiro de Medicina Veterinaria e Zootecnia;Veterinary, miscellaneous;Q3
Chinese Language and Discourse;Visual Arts and Performing Arts;Q1
Chinese Language and Discourse;Linguistics and Language;Q2
Communications in Mathematics;Mathematics, miscellaneous;Q4
Comparative Studies of South Asia, Africa and the Middle East;Development;Q3
Comparative Studies of South Asia, Africa and the Middle East;Geography, Planning and Development;Q3
Comparative Studies of South Asia, Africa and the Middle East;Political Science and International Relations;Q3
Competition and Regulation in Network Industries;Business, Management and Accounting, miscellaneous;Q3
Competition and Regulation in Network Industries;Management Science and Operations Research;Q4
Corrosion Science and Technology;Materials Chemistry;Q3
Corrosion Science and Technology;Metals and Alloys;Q3
Corrosion Science and Technology;Electrochemistry;Q4
Corrosion Science and Technology;Surfaces, Coatings and Films;Q4
Environmental Control in Biology;Agronomy and Crop Science;Q3
Environmental Control in Biology;Plant Science;Q4
Fangzhi Xuebao/Journal of Textile Research;Materials Chemistry;Q3
Fangzhi Xuebao/Journal of Textile Research;Materials Science, miscellaneous;Q3
Fangzhi Xuebao/Journal of Textile Research;Polymers and Plastics;Q3
Folia Forestalia Polonica, Series A;Ecology;Q3
Folia Forestalia Polonica, Series A;Forestry;Q3
Hebrew Studies;History;Q1
Hebrew Studies;Literature and Literary Theory;Q1
Hebrew Studies;Religious Studies;Q1
Hebrew Studies;Cultural Studies;Q2
Hsi-An Chiao Tung Ta Hsueh/Journal of Xi'an Jiaotong University;Engineering, miscellaneous;Q3
Hsi-An Chiao Tung Ta Hsueh/Journal of Xi'an Jiaotong University;Clinical Biochemistry;Q4
Hsi-An Chiao Tung Ta Hsueh/Journal of Xi'an Jiaotong University;Medicine, miscellaneous;Q4
India Quarterly;Political Science and International Relations;Q3
International Journal of Athletic Therapy and Training;Physical Therapy, Sports Therapy and Rehabilitation;Q3
International Journal of Athletic Therapy and Training;Rehabilitation;Q3
International Journal of Athletic Therapy and Training;Orthopedics and Sports Medicine;Q4
International Journal of Athletic Therapy and Training;Sports Science;Q4
International Journal of Electronic Customer Relationship Management;Business, Management and Accounting, miscellaneous;Q3
International Journal of Gerontology;Geriatrics and Gerontology;Q4
International Journal of Mathematical Modelling and Numerical Optimisation;Applied Mathematics;Q4
International Journal of Mathematical Modelling and Numerical Optimisation;Modeling and Simulation;Q4
International Journal of Mathematical Modelling and Numerical Optimisation;Numerical Analysis;Q4
Journal of Energy Systems;Energy Engineering and Power Technology;Q4
Journal of Energy Systems;Management, Monitoring, Policy and Law;Q4
Journal of Energy Systems;Renewable Energy, Sustainability and the Environment;Q4
Journal of Portuguese Linguistics;Linguistics and Language;Q2
Jundishapur Journal of Microbiology;Infectious Diseases;Q4
Jundishapur Journal of Microbiology;Microbiology;Q4
Jundishapur Journal of Microbiology;Microbiology, medical;Q4
Kappa Delta Pi Record;Education;Q3
Lab Animal;Veterinary, miscellaneous;Q3
Lab Animal;Animal Science and Zoology;Q4
Letters in Drug Design and Discovery;Pharmaceutical Science;Q3
Letters in Drug Design and Discovery;Drug Discovery;Q4
Letters in Drug Design and Discovery;Molecular Medicine;Q4
Light and Engineering;Electrical and Electronic Engineering;Q4
Materiali in Tehnologije;Metals and Alloys;Q3
Materiali in Tehnologije;Polymers and Plastics;Q3
Minerals, Metals and Materials Series;Materials Chemistry;Q3
Minerals, Metals and Materials Series;Metals and Alloys;Q3
Minerals, Metals and Materials Series;Electronic, Optical and Magnetic Materials;Q4
Minerals, Metals and Materials Series;Energy Engineering and Power Technology;Q4
Minerals, Metals and Materials Series;Mechanics of Materials;Q4
Open Chemical Engineering Journal;Chemical Engineering, miscellaneous;Q3
Organizations and Markets in Emerging Economies;Business and International Management;Q3
Organizations and Markets in Emerging Economies;Development;Q3
Organizations and Markets in Emerging Economies;Economics and Econometrics;Q4
Organizations and Markets in Emerging Economies;Finance;Q4
Osterreichische Zeitschrift fur Soziologie;Social Sciences, miscellaneous;Q3
Photonics Letters of Poland;Electronic, Optical and Magnetic Materials;Q4
Random Operators and Stochastic Equations;Analysis;Q4
Random Operators and Stochastic Equations;Statistics and Probability;Q4
Revista de Estudios Sociales;History;Q1
Revista de Estudios Sociales;Arts and Humanities, miscellaneous;Q2
Revista de Estudios Sociales;Cultural Studies;Q2
Revista de Estudios Sociales;Gender Studies;Q3
Revista de Estudios Sociales;Social Sciences, miscellaneous;Q3
Revista de Estudios Sociales;Sociology and Political Science;Q3
Revista de la Construccion;Building and Construction;Q3
Revista de la Construccion;Civil and Structural Engineering;Q4
Revus;Law;Q2
Revus;Philosophy;Q2
Theory and Practice of Second Language Acquisition;Linguistics and Language;Q2
Theory and Practice of Second Language Acquisition;Education;Q3
Theory and Practice of Second Language Acquisition;Developmental and Educational Psychology;Q4
Turkish Journal of Pediatrics;Pediatrics, Perinatology and Child Health;Q3
Vestnik Sankt-Peterburgskogo Universiteta, Filosofiia i Konfliktologiia;Religious Studies;Q1
Vestnik Sankt-Peterburgskogo Universiteta, Filosofiia i Konfliktologiia;Cultural Studies;Q2
Vestnik Sankt-Peterburgskogo Universiteta, Filosofiia i Konfliktologiia;Philosophy;Q2
Vestnik Sankt-Peterburgskogo Universiteta, Filosofiia i Konfliktologiia;Sociology and Political Science;Q3
Zhongguo Kexue Jishu Kexue/Scientia Sinica Technologica;Computer Networks and Communications;Q4
Zhongguo Kexue Jishu Kexue/Scientia Sinica Technologica;Control and Systems Engineering;Q4
Accounting and the Public Interest;Accounting;Q4
Acta Theologica;Religious Studies;Q1
Advances in Horticultural Science;Horticulture;Q3
Africa Education Review;Education;Q3
American Malacological Bulletin;Aquatic Science;Q4
American Malacological Bulletin;Ecology, Evolution, Behavior and Systematics;Q4
Beijing Hangkong Hangtian Daxue Xuebao/Journal of Beijing University of Aeronautics and Astronautics;Aerospace Engineering;Q4
Biometric Technology Today;Computer Science, miscellaneous;Q4
Biometric Technology Today;Electrical and Electronic Engineering;Q4
Circulo de Linguistica Aplicada a la Comunicacion;Linguistics and Language;Q2
Dados;Social Sciences, miscellaneous;Q3
Environmental Practice;Geography, Planning and Development;Q3
Environmental Practice;Management, Monitoring, Policy and Law;Q4
Geographia Technica;Computers in Earth Sciences;Q3
Geographia Technica;Earth-Surface Processes;Q3
Geographia Technica;Geography, Planning and Development;Q3
Geologia nefti i gaza;Earth and Planetary Sciences, miscellaneous;Q3
Gradevinar;Civil and Structural Engineering;Q4
Haseltonia;Plant Science;Q4
Historein;History;Q1
Human Geographies;Geography, Planning and Development;Q3
IEICE Transactions on Electronics;Electrical and Electronic Engineering;Q4
IEICE Transactions on Electronics;Electronic, Optical and Magnetic Materials;Q4
INFORMS Transactions on Education;Education;Q3
INFORMS Transactions on Education;Management Information Systems;Q4
INFORMS Transactions on Education;Management Science and Operations Research;Q4
International Journal of Education and Practice;Education;Q3
International Journal of Education and Practice;Developmental and Educational Psychology;Q4
International Journal of Human Factors and Ergonomics;Human Factors and Ergonomics;Q4
International Journal of Materials Research;Metals and Alloys;Q3
International Journal of Materials Research;Condensed Matter Physics;Q4
International Journal of Materials Research;Materials Chemistry;Q4
International Journal of Materials Research;Physical and Theoretical Chemistry;Q4
International Labor and Working-Class History;History;Q1
International Labor and Working-Class History;Organizational Behavior and Human Resource Management;Q4
Jinshu Rechuli/Heat Treatment of Metals;Industrial and Manufacturing Engineering;Q3
Jinshu Rechuli/Heat Treatment of Metals;Metals and Alloys;Q3
Jinshu Rechuli/Heat Treatment of Metals;Mechanical Engineering;Q4
Jinshu Rechuli/Heat Treatment of Metals;Mechanics of Materials;Q4
Journal of Applied Analysis;Applied Mathematics;Q4
Journal of Applied Analysis;Computational Theory and Mathematics;Q4
Journal of Applied Analysis;Mathematical Physics;Q4
Journal of Applied Analysis;Statistics, Probability and Uncertainty;Q4
Journal of Applied Nonlinear Dynamics;Civil and Structural Engineering;Q4
Journal of Applied Nonlinear Dynamics;Mechanical Engineering;Q4
Journal of Biomimetics, Biomaterials and Biomedical Engineering;Bioengineering;Q4
Journal of Biomimetics, Biomaterials and Biomedical Engineering;Biomedical Engineering;Q4
Journal of Biomimetics, Biomaterials and Biomedical Engineering;Biotechnology;Q4
Journal of International Dental and Medical Research;Dentistry, miscellaneous;Q3
Journal of Mycology and Infection;Infectious Diseases;Q4
Journal of Sustainable Architecture and Civil Engineering;Architecture;Q2
Journal of Sustainable Architecture and Civil Engineering;Building and Construction;Q3
Journal of Sustainable Architecture and Civil Engineering;Civil and Structural Engineering;Q4
Journal of Sustainable Architecture and Civil Engineering;Renewable Energy, Sustainability and the Environment;Q4
Journal of the American Podiatric Medical Association;Medicine, miscellaneous;Q4
Journal of the American Podiatric Medical Association;Orthopedics and Sports Medicine;Q4
Journal of the American Podiatric Medical Association;Podiatry;Q4
Journal of the Korea Concrete Institute;Building and Construction;Q3
Journal of the Korea Concrete Institute;Materials Science, miscellaneous;Q3
Journal of the Korea Concrete Institute;Civil and Structural Engineering;Q4
Journal of the Korea Concrete Institute;Mechanics of Materials;Q4
Journal of the Korean Physical Society;Physics and Astronomy, miscellaneous;Q4
Materiale Plastice;Chemistry, miscellaneous;Q3
Materiale Plastice;Polymers and Plastics;Q3
Materiale Plastice;Materials Chemistry;Q4
Materiale Plastice;Mechanics of Materials;Q4
Medical Law International;Law;Q2
Medical Law International;Medicine, miscellaneous;Q4
Medicina;Medicine, miscellaneous;Q4
Medicina Paliativa;Anesthesiology and Pain Medicine;Q3
Medicina Paliativa;Nursing, miscellaneous;Q3
Medicina Paliativa;Medicine, miscellaneous;Q4
Parallel Processing Letters;Hardware and Architecture;Q4
Parallel Processing Letters;Software;Q4
Parallel Processing Letters;Theoretical Computer Science;Q4
Politica y Sociedad;Sociology and Political Science;Q3
Pragmatics and Society;Linguistics and Language;Q2
Rendiconti dell'Istituto di Matematica dell'Universita di Trieste;Mathematics, miscellaneous;Q4
Review of Middle East Studies;History;Q1
Review of Middle East Studies;Cultural Studies;Q2
Review of Middle East Studies;Sociology and Political Science;Q3
Revista del Museo de Antropologia;Anthropology;Q2
Revista del Museo de Antropologia;Archeology;Q2
Revista del Museo de Antropologia;Archeology, arts and humanities;Q2
Revista del Museo de Antropologia;Museology;Q2
Revista de Urbanismo;Geography, Planning and Development;Q3
Revista de Urbanismo;Nature and Landscape Conservation;Q3
Revista de Urbanismo;Urban Studies;Q3
Russian Journal of Physical Chemistry A;Physical and Theoretical Chemistry;Q4
Siberian Historical Research;History;Q1
Siberian Historical Research;Anthropology;Q2
Siberian Historical Research;Archeology;Q2
Siberian Historical Research;Archeology, arts and humanities;Q2
Studies in African Linguistics;Linguistics and Language;Q2
Tokovi Istorije;History;Q1
Tongji Daxue Xuebao/Journal of Tongji University;Multidisciplinary;Q3
Victorian Periodicals Review;Literature and Literary Theory;Q1
Victorian Periodicals Review;History and Philosophy of Science;Q3
X-ray Structure Analysis Online;Materials Chemistry;Q3
X-ray Structure Analysis Online;Analytical Chemistry;Q4
Advances in Pure and Applied Mathematics;Mathematics, miscellaneous;Q4
Advances in the Astronautical Sciences;Aerospace Engineering
Advances in the Astronautical Sciences;Space and Planetary Science
Applied Computational Electromagnetics Society Newsletter;Astronomy and Astrophysics;Q4
Applied Computational Electromagnetics Society Newsletter;Electrical and Electronic Engineering;Q4
Asian Myrmecology;Ecology;Q4
Asian Myrmecology;Ecology, Evolution, Behavior and Systematics;Q4
Asian Myrmecology;Insect Science;Q4
Avocetta;Animal Science and Zoology;Q4
Avocetta;Ecology, Evolution, Behavior and Systematics;Q4
Chinese Journal of Ecology;Ecology;Q4
Chinese Journal of Ecology;Ecology, Evolution, Behavior and Systematics;Q4
Contemporary Review of the Middle East;Cultural Studies;Q2
Contemporary Review of the Middle East;Political Science and International Relations;Q3
Contemporary Review of the Middle East;Sociology and Political Science;Q3
Contemporary Review of the Middle East;Economics and Econometrics;Q4
Creative nursing;Nursing, miscellaneous;Q3
Creative nursing;Medicine, miscellaneous;Q4
Current Bioactive Compounds;Pharmacology, Toxicology and Pharmaceutics, miscellaneous;Q3
EAI Endorsed Transactions on Energy Web;Control and Systems Engineering;Q4
EAI Endorsed Transactions on Energy Web;Energy Engineering and Power Technology;Q4
EAI Endorsed Transactions on Energy Web;Information Systems;Q4
EAI Endorsed Transactions on Energy Web;Marketing;Q4
EAI Endorsed Transactions on Energy Web;Renewable Energy, Sustainability and the Environment;Q4
Early Modern Low Countries;History;Q1
Early Modern Low Countries;Cultural Studies;Q2
EGA Revista de Expresion Grafica Arquitectonica;Visual Arts and Performing Arts;Q1
EGA Revista de Expresion Grafica Arquitectonica;Architecture;Q2
Egyptian Journal of Botany;Ecology;Q3
Egyptian Journal of Botany;Biotechnology;Q4
Egyptian Journal of Botany;Cell Biology;Q4
Egyptian Journal of Botany;Ecology, Evolution, Behavior and Systematics;Q4
Egyptian Journal of Botany;Genetics;Q4
Egyptian Journal of Botany;Plant Science;Q4
English Studies;Literature and Literary Theory;Q1
English Studies;Linguistics and Language;Q2
Higher Learning Research Communications;Education;Q3
Himalayan Geology;Earth and Planetary Sciences, miscellaneous;Q3
International Journal of Applied Science and Engineering;Agricultural and Biological Sciences, miscellaneous;Q3
International Journal of Applied Science and Engineering;Chemical Engineering, miscellaneous;Q3
International Journal of Applied Science and Engineering;Engineering, miscellaneous;Q3
International Journal of Applied Science and Engineering;Control and Optimization;Q4
International Journal of Applied Science and Engineering;Numerical Analysis;Q4
Journal de la Societe des Oceanistes;History;Q1
Journal de la Societe des Oceanistes;Anthropology;Q2
Journal de la Societe des Oceanistes;Cultural Studies;Q2
Journal of Advanced Veterinary Research;Veterinary, miscellaneous;Q3
Journal of Advanced Veterinary Research;Animal Science and Zoology;Q4
Journal of Agro-Environment Science;Agronomy and Crop Science;Q3
Journal of Agro-Environment Science;Ecology;Q3
Journal of Agro-Environment Science;Nature and Landscape Conservation;Q3
Journal of Agro-Environment Science;Ecology, Evolution, Behavior and Systematics;Q4
Journal of Agro-Environment Science;Environmental Chemistry;Q4
Journal of Agro-Environment Science;Management, Monitoring, Policy and Law;Q4
Journal of Agro-Environment Science;Soil Science;Q4
Journal of Commercial Biotechnology;Biotechnology;Q4
Journal of Commercial Biotechnology;Economics and Econometrics;Q4
Journal of Commercial Biotechnology;Management of Technology and Innovation;Q4
